날짜	직업	등수	참가자	덱코드	대회코드	카드	에볼브
2026-03-21	ビショップ	5	24	2X2RC	1516859	{'BP07-086': 3, 'BP07-092': 3, 'BP07-094': 3, 'BP07-097': 3, 'BP07-101': 3, 'BP07-116': 3, 'BP12-086': 3, 'BP12-089': 1, 'BP12-091': 3, 'BP12-096': 3, 'BP17-098': 3, 'BP17-099': 3, 'BP17-100': 2, 'BP17-106': 3, 'BP17-107': 1}	{'BP07-087': 2, 'BP07-095': 2, 'BP12-087': 3, 'BP12-090': 1, 'BP17-101': 2}
2026-03-21	ナイトメア	6	24	5GSSQ	1516859	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP11-075': 2, 'BP12-075': 2, 'BP12-079': 3, 'BP12-082': 3, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}	{'BP07-070': 3, 'BP07-077': 3, 'BP17-078': 2, 'BP17-114': 2}
2026-03-21	エルフ	7	24	22W2S	1516859	{'BP02-110': 3, 'BP15-004': 3, 'BP18-001': 3, 'BP18-003': 3, 'BP18-005': 3, 'BP18-008': 1, 'BP18-009': 2, 'BP18-013': 2, 'BP18-014': 2, 'BP18-116': 1, 'BP18-117': 3, 'BP18-119': 3, 'BP18-120': 3, 'BP18-123': 2, 'BP18-126': 3, 'EBD01-007': 3}	{'BP02-111': 1, 'BP15-005': 1, 'BP18-006': 2, 'BP18-010': 1, 'BP18-015': 1, 'BP18-118': 2, 'BP18-U01': 2}
2026-03-21	ドラゴン	8	24	48UC7	1516859	{'BP02-062': 1, 'BP10-054': 2, 'BP11-054': 1, 'BP11-058': 3, 'BP11-059': 3, 'BP11-066': 3, 'BP12-054': 3, 'BP15-060': 3, 'BP15-070': 2, 'BP15-074': 3, 'BP16-057': 3, 'BP17-066': 1, 'BP18-061': 3, 'BP18-064': 3, 'SD04-002': 3, 'SD08-011': 3}	{'BP10-055': 2, 'BP15-061': 3, 'BP15-071': 2, 'BP16-058': 3}
2026-03-21	ドラゴン	1	10	2R7LJ	1519421	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 3, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 3, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 2, 'BP16-057': 3, 'BP16-067': 2, 'BP16-118': 3, 'BP18-061': 2, 'SD08-011': 3}	{'BP10-055': 2, 'BP15-061': 2, 'BP15-114': 1, 'BP16-058': 3, 'BP16-119': 2}
2026-03-21	エルフ	2	10	5A01Q	1519421	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP02-011': 1, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 3, 'BP16-010': 2, 'BP16-119': 2}
2026-03-21	ナイトメア	3	10	4DEV5	1519421	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP12-069': 2, 'BP12-075': 1, 'BP12-079': 3, 'BP12-082': 3, 'BP12-103': 1, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}	{'BP07-070': 3, 'BP07-077': 2, 'BP12-070': 1, 'BP17-078': 2, 'BP17-114': 2}
2026-03-21	ロイヤル	4	10	1LTU3	1519421	{'BP01-159': 3, 'BP03-117': 3, 'BP05-110': 1, 'BP06-112': 1, 'BP09-020': 3, 'BP09-106': 3, 'BP09-117': 3, 'BP10-114': 2, 'BP10-121': 3, 'BP14-108': 3, 'BP14-110': 3, 'BP16-111': 2, 'BP16-117': 3, 'BP18-026': 3, 'CP03-030': 3, 'ECP01-010': 1}	{'BP05-111': 1, 'BP09-107': 3, 'BP14-109': 3, 'BP16-112': 2, 'ECP01-011': 1}
2026-03-21	プリンセスコネクト！Re:Dive	5	10	2FNCB	1519421	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-057': 2, 'CP04-062': 3, 'CP04-073': 1, 'CP04-113': 2, 'CP04-118': 3}	{'CP04-038': 3, 'CP04-056': 3, 'CP04-074': 2, 'CP04-114': 2}
2026-03-21	ドラゴン	6	10	3V2E3	1519421	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP16-118': 3, 'BP18-061': 2, 'SD08-011': 3}	{'BP10-055': 1, 'BP15-061': 2, 'BP15-114': 2, 'BP16-058': 3, 'BP16-119': 2}
2026-03-21	ウィッチ	7	10	YHT1	1519421	{'BP07-035': 3, 'BP07-041': 3, 'BP07-047': 3, 'BP07-103': 1, 'BP12-035': 3, 'BP12-041': 2, 'BP12-049': 3, 'BP17-040': 3, 'BP17-041': 3, 'BP17-043': 3, 'BP17-044': 3, 'BP17-047': 2, 'BP17-048': 3, 'BP17-052': 2, 'BP17-113': 3}	{'BP07-036': 3, 'BP12-036': 3, 'BP17-042': 3, 'BP17-114': 1}
2026-03-21	ロイヤル	8	10	4GKVH	1519421	{'BP03-030': 1, 'BP05-025': 2, 'BP08-034': 1, 'BP09-020': 1, 'BP11-018': 1, 'BP14-018': 3, 'BP14-022': 3, 'BP14-025': 3, 'BP14-026': 3, 'BP14-030': 3, 'BP14-034': 3, 'BP14-035': 3, 'BP14-115': 3, 'BP14-118': 3, 'BP16-022': 3, 'BP18-026': 2, 'ECP01-010': 2}	{'BP14-019': 2, 'BP14-023': 2, 'BP14-027': 2, 'BP14-031': 3, 'ECP01-011': 1}
2026-03-22	エルフ	1	15	5KFVV	1486173	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 1, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 3, 'BP15-005': 2, 'BP16-010': 2}
2026-03-22	プリンセスコネクト！Re:Dive	2	15	25ZZD	1486173	{'CP04-019': 3, 'CP04-026': 1, 'CP04-065': 1, 'CP04-066': 1, 'CP04-073': 2, 'CP04-076': 3, 'CP04-077': 3, 'CP04-079': 3, 'CP04-081': 3, 'CP04-083': 3, 'CP04-084': 3, 'CP04-091': 2, 'CP04-097': 3, 'CP04-112': 3, 'CP04-113': 3, 'CP04-115': 3}	{'CP04-020': 2, 'CP04-074': 2, 'CP04-078': 2, 'CP04-082': 2, 'CP04-092': 1, 'CP04-114': 1}
2026-03-22	プリンセスコネクト！Re:Dive	3	15	32751	1486173	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 2, 'CP04-037': 2, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-020': 2, 'CP04-038': 2, 'CP04-042': 2, 'CP04-056': 3, 'CP04-074': 1}
2026-03-22	エルフ	4	15	72FBM	1486173	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 3, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP16-010': 2, 'BP16-119': 2, 'CP04-002': 1}
2026-03-22	プリンセスコネクト！Re:Dive	5	15	6Z2JE	1486173	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-067': 1, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-020': 3, 'CP04-038': 3, 'CP04-056': 2, 'CP04-068': 1, 'CP04-074': 1}
2026-03-22	エルフ	6	15	4RURD	1486173	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 1, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP16-010': 2, 'BP16-119': 1, 'CP04-002': 2}
2026-03-22	ナイトメア	7	15	4BC88	1486173	{'BP01-110': 2, 'BP01-116': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3}	{'BP11-070': 2, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 2, 'BP18-078': 1}
2026-03-22	ロイヤル	8	15	14543	1486173	{'BP05-018': 3, 'BP05-029': 3, 'BP05-033': 3, 'BP05-034': 3, 'BP06-028': 3, 'BP11-018': 3, 'BP15-020': 3, 'BP15-024': 3, 'BP15-026': 3, 'BP15-028': 3, 'BP15-035': 3, 'BP15-113': 3, 'BP18-026': 3, 'CP03-040': 1}	{'BP05-019': 3, 'BP15-025': 2, 'BP15-029': 3, 'BP15-114': 2}
2026-03-22	ドラゴン	1	13	7V55N	1495288	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP11-068': 2, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 3, 'BP16-057': 3, 'BP16-067': 2, 'BP16-072': 2, 'BP18-061': 2, 'SD08-011': 3}	{'BP10-055': 2, 'BP15-061': 3, 'BP15-114': 2, 'BP16-058': 3}
2026-03-22	エルフ	2	13	2LF7V	1495288	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 3, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP16-010': 2, 'BP16-119': 2, 'CP04-002': 1}
2026-03-22	ウマ娘 プリティーダービー	3	13	5JQQK	1495288	{'CP01-059': 3, 'CP01-070': 3, 'ECP01-001': 3, 'ECP01-004': 3, 'ECP01-005': 3, 'ECP01-007': 3, 'ECP01-009': 3, 'ECP01-013': 3, 'ECP01-019': 2, 'ECP01-022': 2, 'ECP01-031': 3, 'ECP01-041': 2, 'ECP01-044': 1, 'ECP01-049': 3, 'ECP01-053': 3}	{'ECP01-002': 3, 'ECP01-020': 2, 'ECP01-058': 5}
2026-03-22	エルフ	4	13	4Z1PA	1495288	{'BP01-015': 2, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 1, 'BP16-009': 2, 'BP17-001': 3, 'BP18-004': 2, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 3, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP15-005': 2, 'BP16-010': 1, 'CP04-002': 2}
2026-03-22	エルフ	5	13	49UAK	1495288	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 3, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 3, 'BP16-010': 2, 'BP16-119': 2}
2026-03-22	アイドルマスター シンデレラガールズ	6	13	3RJ71	1495288	{'CP02-006': 1, 'CP02-022': 2, 'CP02-023': 3, 'CP02-028': 2, 'CP02-069': 1, 'CP02-103': 2, 'ECP02-001': 3, 'ECP02-004': 3, 'ECP02-012': 3, 'ECP02-023': 3, 'ECP02-026': 3, 'ECP02-047': 1, 'ECP02-048': 3, 'ECP02-049': 3, 'ECP02-050': 3, 'ECP02-052': 3, 'CSD02b-001': 1}	{'CP02-024': 3, 'CP02-070': 1, 'ECP02-002': 3, 'ECP02-051': 3}
2026-03-22	プリンセスコネクト！Re:Dive	7	13	721K5	1495288	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 2, 'CP04-039': 3, 'CP04-041': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 2, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-038': 2, 'CP04-042': 2, 'CP04-050': 2, 'CP04-056': 3, 'CP04-074': 1}
2026-03-22	ナイトメア	8	13	2AQ2P	1495288	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP11-075': 2, 'BP12-075': 2, 'BP12-079': 3, 'BP12-082': 3, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}	{'BP07-070': 3, 'BP07-077': 3, 'BP17-078': 2, 'BP17-114': 2}
2026-03-22	プリンセスコネクト！Re:Dive	1	13	6LAD1	1505470	{'CP04-003': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 2, 'CP04-062': 3, 'CP04-063': 3, 'CP04-065': 1, 'CP04-066': 2, 'CP04-091': 3, 'CP04-097': 3, 'CP04-105': 2, 'CP04-112': 3, 'CP04-113': 3, 'CP04-115': 3}	{'CP04-056': 2, 'CP04-060': 2, 'CP04-064': 2, 'CP04-092': 2, 'CP04-114': 2}
2026-03-22	プリンセスコネクト！Re:Dive	2	13	21SS3	1505470	{'CP04-003': 2, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 3, 'CP04-062': 3, 'CP04-063': 3, 'CP04-065': 3, 'CP04-066': 3, 'CP04-071': 1, 'CP04-079': 2, 'CP04-091': 1, 'CP04-094': 1, 'CP04-109': 1, 'CP04-112': 3, 'CP04-113': 3, 'CP04-115': 2}	{'CP04-056': 2, 'CP04-060': 2, 'CP04-064': 2, 'CP04-092': 1, 'CP04-110': 1, 'CP04-114': 2}
2026-03-22	ウィッチ	3	13	22CV1	1505470	{'BP07-035': 3, 'BP07-037': 1, 'BP07-041': 3, 'BP07-103': 1, 'BP07-116': 3, 'BP12-035': 3, 'BP12-041': 3, 'BP12-049': 3, 'BP17-040': 3, 'BP17-041': 3, 'BP17-043': 2, 'BP17-044': 3, 'BP17-047': 3, 'BP17-048': 3, 'BP17-113': 3}	{'BP07-036': 3, 'BP12-036': 3, 'BP17-042': 3, 'BP17-114': 1}
2026-03-22	ドラゴン	4	13	5504P	1505470	{'BP01-076': 2, 'BP03-062': 2, 'BP05-067': 2, 'BP06-117': 1, 'BP10-054': 3, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 2, 'BP12-054': 2, 'BP15-060': 3, 'BP15-074': 3, 'BP16-056': 2, 'BP16-057': 3, 'BP16-067': 3, 'BP18-061': 2, 'SP01-026': 1, 'SD08-011': 3}	{'BP01-077': 2, 'BP10-055': 2, 'BP15-061': 3, 'BP16-058': 3}
2026-03-22	ナイトメア	5	13	41ERD	1505470	{'BP02-069': 3, 'BP02-082': 3, 'BP06-083': 1, 'BP09-069': 3, 'BP09-075': 3, 'BP09-078': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-085': 3, 'BP17-074': 3, 'BP18-080': 3, 'BP18-084': 3, 'BP18-089': 3, 'BP18-096': 3}	{'BP09-070': 3, 'BP14-071': 2, 'BP17-075': 2, 'BP18-081': 3}
2026-03-22	ナイトメア	6	13	6SJXM	1505470	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP11-075': 2, 'BP12-075': 2, 'BP12-079': 3, 'BP12-082': 3, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}	{'BP07-070': 3, 'BP07-077': 3, 'BP17-078': 2, 'BP17-114': 2}
2026-03-22	プリンセスコネクト！Re:Dive	7	13	15M3H	1505470	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-036': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 1, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-091': 1, 'CP04-118': 3}	{'CP04-020': 3, 'CP04-038': 3, 'CP04-050': 2, 'CP04-092': 2}
2026-03-22	ウィッチ	8	13	1MAUF	1505470	{'BP05-044': 3, 'BP07-048': 3, 'BP10-037': 3, 'BP10-043': 3, 'BP10-047': 2, 'BP11-045': 3, 'BP12-037': 2, 'BP14-036': 3, 'BP14-042': 3, 'BP14-043': 2, 'BP14-049': 3, 'BP14-115': 3, 'BP16-040': 3, 'BP17-037': 2, 'SD03-006': 2}	{'BP10-038': 2, 'BP13-045': 2, 'BP14-044': 2, 'BP16-041': 2, 'BP17-038': 2}
2026-03-22	ナイトメア	1	31	1WM6F	1506966	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 2, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}	{'BP11-070': 1, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 2, 'BP18-078': 2}
2026-03-22	ナイトメア	2	31	3U38U	1506966	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 2}	{'BP11-070': 2, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 2, 'BP18-078': 1}
2026-03-22	ナイトメア	3	31	X5PG	1506966	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 2, 'BP11-076': 3, 'BP12-071': 2, 'BP13-076': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 2}	{'BP11-070': 1, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 2, 'BP18-078': 2}
2026-03-22	プリンセスコネクト！Re:Dive	4	31	1231R	1506966	{'CP04-018': 2, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 2, 'CP04-062': 3, 'CP04-063': 3, 'CP04-071': 1, 'CP04-094': 1, 'CP04-095': 2, 'CP04-118': 2}	{'CP04-020': 1, 'CP04-056': 2, 'CP04-060': 2, 'CP04-064': 3, 'CP04-096': 2}
2026-03-22	エルフ	5	31	2VCG0	1506966	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 2, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP16-010': 2, 'BP16-119': 1, 'CP04-002': 2}
2026-03-22	ロイヤル	6	31	6BLPR	1506966	{'BP05-018': 3, 'BP05-033': 3, 'BP05-034': 3, 'BP06-028': 3, 'BP10-031': 3, 'BP11-018': 3, 'BP15-020': 3, 'BP15-024': 3, 'BP15-026': 3, 'BP15-035': 3, 'BP15-113': 3, 'BP16-117': 3, 'BP18-026': 2, 'ECP01-010': 2}	{'BP05-019': 3, 'BP10-032': 2, 'BP15-025': 2, 'BP15-114': 2, 'ECP01-011': 1}
2026-03-22	エルフ	7	31	21C3L	1506966	{'BP01-015': 2, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 2, 'BP16-009': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 3, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP15-005': 2, 'BP16-010': 1, 'CP04-002': 2}
2026-03-22	プリンセスコネクト！Re:Dive	8	31	5X031	1506966	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-038': 3, 'CP04-042': 1, 'CP04-050': 2, 'CP04-056': 3, 'CP04-074': 1}
2026-03-22	エルフ	1	9	4H2J3	1515996	{'BP02-110': 3, 'BP15-004': 3, 'BP18-001': 3, 'BP18-003': 3, 'BP18-005': 3, 'BP18-008': 2, 'BP18-009': 2, 'BP18-013': 2, 'BP18-014': 2, 'BP18-116': 1, 'BP18-117': 3, 'BP18-119': 3, 'BP18-120': 3, 'BP18-123': 2, 'BP18-126': 3, 'EBD01-007': 2}	{'BP02-111': 1, 'BP15-005': 1, 'BP18-002': 2, 'BP18-006': 2, 'BP18-010': 1, 'BP18-015': 1, 'BP18-118': 2}
2026-03-22	ウィッチ	2	9	5EWJP	1515996	{'BP07-035': 3, 'BP07-037': 1, 'BP07-041': 3, 'BP07-103': 1, 'BP07-116': 3, 'BP12-035': 3, 'BP12-041': 3, 'BP12-049': 3, 'BP17-040': 3, 'BP17-041': 3, 'BP17-043': 2, 'BP17-044': 3, 'BP17-047': 3, 'BP17-048': 3, 'BP17-113': 3}	{'BP07-036': 3, 'BP12-036': 3, 'BP17-042': 3, 'BP17-114': 1}
2026-03-22	プリンセスコネクト！Re:Dive	3	9	4TD39	1515996	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 2, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-020': 2, 'CP04-038': 2, 'CP04-050': 2, 'CP04-056': 3, 'CP04-074': 1}
2026-03-22	エルフ	4	9	136XG	1515996	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 2, 'BP16-118': 3, 'BP17-001': 3, 'BP18-004': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}	{'BP04-011': 3, 'BP10-006': 2, 'BP15-005': 2, 'BP16-119': 2, 'CP04-002': 1}
2026-03-22	ナイトメア	5	9	5UKGA	1515996	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 2, 'BP09-071': 1, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 3}	{'BP11-070': 2, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 2, 'BP18-078': 1}
2026-03-22	プリンセスコネクト！Re:Dive	6	9	6J3RZ	1515996	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 1, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-038': 2, 'CP04-042': 2, 'CP04-050': 2, 'CP04-056': 2, 'CP04-074': 2}
2026-03-22	ナイトメア	7	9	4K4DN	1515996	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 1, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 3}	{'BP11-070': 2, 'BP11-077': 3, 'BP14-071': 2, 'BP16-080': 1, 'BP18-078': 2}
2026-03-22	プリンセスコネクト！Re:Dive	8	9	4G0B5	1515996	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 1, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}	{'CP04-038': 3, 'CP04-042': 1, 'CP04-050': 2, 'CP04-056': 3, 'CP04-074': 1}
